0 NONE Person_or_Vehicle NONE:0.000412502845998 Person_or_Vehicle:0.604162232496 Other:0.0398129311798 Building_or_Public_Space:0.266852437698 Road_or_Driveway:0.0746790061996 Traffic_Signal:0.0140808895799
38 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.936746334688 Other:0.00219843565366 Building_or_Public_Space:0.0535241013578 Road_or_Driveway:0.00753112830084 Traffic_Signal:0.0
39 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.870803361396 Other:0.00361880871343 Building_or_Public_Space:0.11824253667 Road_or_Driveway:0.00733529322067 Traffic_Signal:0.0
40 Person_or_Vehicle Road_or_Driveway NONE:0.0 Person_or_Vehicle:0.273778850505 Other:0.0551575213932 Building_or_Public_Space:0.274825846155 Road_or_Driveway:0.396237781947 Traffic_Signal:0.0
41 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.69327707845 Other:0.0104633143619 Building_or_Public_Space:0.222297226491 Road_or_Driveway:0.0739623806969 Traffic_Signal:0.0
42 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.644000152288 Other:0.000903986576608 Building_or_Public_Space:0.338335468253 Road_or_Driveway:0.0162914263975 Traffic_Signal:0.000468966484598
43 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.779218576123 Other:0.00271120853336 Building_or_Public_Space:0.170814063066 Road_or_Driveway:0.0472561522772 Traffic_Signal:0.0
44 Traffic_Signal Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.686579035283 Other:0.0182140020007 Building_or_Public_Space:0.22709935464 Road_or_Driveway:0.0681076080758 Traffic_Signal:0.0
45 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.707373736413 Other:0.0 Building_or_Public_Space:0.239765008265 Road_or_Driveway:0.0522654643153 Traffic_Signal:0.000595791006962
46 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.896215376258 Other:0.00280968408176 Building_or_Public_Space:0.0980788102607 Road_or_Driveway:0.00289612939944 Traffic_Signal:0.0
47 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.519407860463 Other:0.0098608577022 Building_or_Public_Space:0.429637493423 Road_or_Driveway:0.0410937884111 Traffic_Signal:0.0
48 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.742934360448 Other:0.00782134657633 Building_or_Public_Space:0.203150745056 Road_or_Driveway:0.0460935479197 Traffic_Signal:0.0
49 Road_or_Driveway Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.134718626904 Other:0.00236924893254 Building_or_Public_Space:0.843098631674 Road_or_Driveway:0.017394353422 Traffic_Signal:0.00241913906757
50 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.84211020427 Other:0.0155527119537 Building_or_Public_Space:0.106348758775 Road_or_Driveway:0.0334321247639 Traffic_Signal:0.00255620023761
51 Other Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.426639054234 Other:0.0142218064466 Building_or_Public_Space:0.504542475852 Road_or_Driveway:0.0537509178087 Traffic_Signal:0.000845745658444
52 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.758131056558 Other:0.0827847645295 Building_or_Public_Space:0.0795873086953 Road_or_Driveway:0.0770177695057 Traffic_Signal:0.00247910071102
53 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.54319929657 Other:0.005366509004 Building_or_Public_Space:0.347820281471 Road_or_Driveway:0.101913883659 Traffic_Signal:0.00170002929677
54 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.915163142227 Other:0.00867501190265 Building_or_Public_Space:0.0737670501922 Road_or_Driveway:0.00239479567779 Traffic_Signal:0.0
55 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.559959073883 Other:0.0692132289434 Building_or_Public_Space:0.363254697526 Road_or_Driveway:0.00757299964744 Traffic_Signal:0.0
56 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.86280194508 Other:0.0023390796163 Building_or_Public_Space:0.131677400258 Road_or_Driveway:0.00318157504542 Traffic_Signal:0.0
57 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.812327542646 Other:0.00655637143182 Building_or_Public_Space:0.170777240916 Road_or_Driveway:0.0103388450066 Traffic_Signal:0.0
58 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.300091150265 Other:0.00513305654962 Building_or_Public_Space:0.685261264384 Road_or_Driveway:0.00951452880167 Traffic_Signal:0.0
59 Building_or_Public_Space Road_or_Driveway NONE:0.0 Person_or_Vehicle:0.137095668157 Other:0.00166070104842 Building_or_Public_Space:0.334674173093 Road_or_Driveway:0.524045669374 Traffic_Signal:0.00252378832759
60 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.663463708025 Other:0.00897676668717 Building_or_Public_Space:0.294600853747 Road_or_Driveway:0.0324872512988 Traffic_Signal:0.000471420242043
61 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.914650777265 Other:0.00171095560551 Building_or_Public_Space:0.0777215023265 Road_or_Driveway:0.00591676480293 Traffic_Signal:0.0
62 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.617806452408 Other:0.00925131975004 Building_or_Public_Space:0.363390429504 Road_or_Driveway:0.00955179833794 Traffic_Signal:0.0
63 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.884366783114 Other:0.00451407950367 Building_or_Public_Space:0.104247506388 Road_or_Driveway:0.0067064911046 Traffic_Signal:0.000165139889595
64 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.802325466327 Other:0.00582645513357 Building_or_Public_Space:0.162722879601 Road_or_Driveway:0.0291251989381 Traffic_Signal:0.0
65 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.784924641476 Other:0.00410528823485 Building_or_Public_Space:0.187788005974 Road_or_Driveway:0.023182064315 Traffic_Signal:0.0
66 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.768516080854 Other:0.00395712669189 Building_or_Public_Space:0.154004871318 Road_or_Driveway:0.0735219211361 Traffic_Signal:0.0
67 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.676100998481 Other:0.00133095511711 Building_or_Public_Space:0.186395347049 Road_or_Driveway:0.134666243388 Traffic_Signal:0.00150645596507
68 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.948075782007 Other:0.00523189737035 Building_or_Public_Space:0.0401623814647 Road_or_Driveway:0.00652993915799 Traffic_Signal:0.0
69 Other Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.85202413173 Other:0.0123680941996 Building_or_Public_Space:0.120613322514 Road_or_Driveway:0.0149944515557 Traffic_Signal:0.0
70 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.697791195122 Other:0.101971903246 Building_or_Public_Space:0.123388382004 Road_or_Driveway:0.0740709638132 Traffic_Signal:0.00277755581498
71 Other Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.896395137926 Other:0.00636342890742 Building_or_Public_Space:0.0746041082832 Road_or_Driveway:0.0226373248836 Traffic_Signal:0.0
72 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.720313243926 Other:0.0334861603586 Building_or_Public_Space:0.217368842361 Road_or_Driveway:0.0236083403742 Traffic_Signal:0.00522341298011
73 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.71333571385 Other:0.00189519517953 Building_or_Public_Space:0.182849683606 Road_or_Driveway:0.101919407365 Traffic_Signal:0.0
74 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.79816653202 Other:0.00401284189355 Building_or_Public_Space:0.180957174677 Road_or_Driveway:0.0165780756305 Traffic_Signal:0.000285375779176
75 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.755525375434 Other:0.00932902078516 Building_or_Public_Space:0.205456461103 Road_or_Driveway:0.0296891426778 Traffic_Signal:0.0
76 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.665290153718 Other:0.00639286086146 Building_or_Public_Space:0.301029653445 Road_or_Driveway:0.0272873319754 Traffic_Signal:0.0
77 Road_or_Driveway Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.391392183111 Other:0.00920176478046 Building_or_Public_Space:0.516716331596 Road_or_Driveway:0.0826897205124 Traffic_Signal:0.0
78 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.707052608151 Other:0.0148827796165 Building_or_Public_Space:0.0865593085416 Road_or_Driveway:0.190807967579 Traffic_Signal:0.000697336112137
79 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.974747564562 Other:0.00196213238273 Building_or_Public_Space:0.0221309281791 Road_or_Driveway:0.00115937487579 Traffic_Signal:0.0
80 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.934586665409 Other:0.00371577145233 Building_or_Public_Space:0.0579476165176 Road_or_Driveway:0.00374994662107 Traffic_Signal:0.0
81 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.764664108538 Other:0.00731339523927 Building_or_Public_Space:0.215505006981 Road_or_Driveway:0.0125174892417 Traffic_Signal:0.0
82 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.732846053039 Other:0.00620331427234 Building_or_Public_Space:0.249928092548 Road_or_Driveway:0.0110225401401 Traffic_Signal:0.0
83 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.904621594251 Other:0.00500975087432 Building_or_Public_Space:0.0779435378673 Road_or_Driveway:0.012425117007 Traffic_Signal:0.0
84 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.697612194551 Other:0.0145979222295 Building_or_Public_Space:0.257030707482 Road_or_Driveway:0.0307591757371 Traffic_Signal:0.0
85 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.930794784403 Other:0.00162278973653 Building_or_Public_Space:0.064901876753 Road_or_Driveway:0.00268054910765 Traffic_Signal:0.0
86 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.625480580786 Other:0.0114732950786 Building_or_Public_Space:0.314820555516 Road_or_Driveway:0.04822556862 Traffic_Signal:0.0
87 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.595261236339 Other:0.00450464138575 Building_or_Public_Space:0.373647467351 Road_or_Driveway:0.0265866549247 Traffic_Signal:0.0
88 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.82497283553 Other:0.00327529744464 Building_or_Public_Space:0.162332100634 Road_or_Driveway:0.00941976639157 Traffic_Signal:0.0
89 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.775519649816 Other:0.0197157808944 Building_or_Public_Space:0.179299616444 Road_or_Driveway:0.0254649528461 Traffic_Signal:0.0
90 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.711760032809 Other:0.0207757364366 Building_or_Public_Space:0.231820115719 Road_or_Driveway:0.0356441150355 Traffic_Signal:0.0
91 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.900855657022 Other:0.00569314039184 Building_or_Public_Space:0.081447035859 Road_or_Driveway:0.0120041667273 Traffic_Signal:0.0
92 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.781920851485 Other:0.0166410001864 Building_or_Public_Space:0.174690600871 Road_or_Driveway:0.0267475474579 Traffic_Signal:0.0
93 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.870392684154 Other:0.00398733988373 Building_or_Public_Space:0.108480616997 Road_or_Driveway:0.0171393589657 Traffic_Signal:0.0
94 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.805423453475 Other:0.011432864753 Building_or_Public_Space:0.145300799287 Road_or_Driveway:0.0378428824854 Traffic_Signal:0.0
95 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.917393670841 Other:0.0017529055831 Building_or_Public_Space:0.0749577099007 Road_or_Driveway:0.00589571367549 Traffic_Signal:0.0
96 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.94608588515 Other:0.00219838209629 Building_or_Public_Space:0.048140660237 Road_or_Driveway:0.00357507251716 Traffic_Signal:0.0
97 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.945091532771 Other:0.00201571309504 Building_or_Public_Space:0.0484016604222 Road_or_Driveway:0.00449109371179 Traffic_Signal:0.0
98 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.675570120378 Other:0.00328607289599 Building_or_Public_Space:0.271046136931 Road_or_Driveway:0.0500976697953 Traffic_Signal:0.0
99 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.713145176248 Other:0.0857630034403 Building_or_Public_Space:0.142329303792 Road_or_Driveway:0.0587625165196 Traffic_Signal:0.0
100 Road_or_Driveway Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.34783492957 Other:0.00854413816705 Building_or_Public_Space:0.618688021139 Road_or_Driveway:0.0234624286186 Traffic_Signal:0.00147048250533
101 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.788047081498 Other:0.00634836544522 Building_or_Public_Space:0.198235541234 Road_or_Driveway:0.00441260587784 Traffic_Signal:0.0029564059443
102 Person_or_Vehicle Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.223443789433 Other:0.00399848155914 Building_or_Public_Space:0.67944193598 Road_or_Driveway:0.0931157930276 Traffic_Signal:0.0
103 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.948528864062 Other:0.00215790662065 Building_or_Public_Space:0.0472002425567 Road_or_Driveway:0.00211298676038 Traffic_Signal:0.0
104 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.903402985954 Other:0.0120298651731 Building_or_Public_Space:0.0797126304951 Road_or_Driveway:0.00456066835308 Traffic_Signal:0.000293850024458
105 Other Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.912343399247 Other:0.00850566342931 Building_or_Public_Space:0.0768982376537 Road_or_Driveway:0.00225269966999 Traffic_Signal:0.0
106 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.645805159175 Other:0.173765679287 Building_or_Public_Space:0.0828954016168 Road_or_Driveway:0.0964345533367 Traffic_Signal:0.0010992065845
107 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.746362850853 Other:0.00322097233978 Building_or_Public_Space:0.243659669573 Road_or_Driveway:0.00675650723415 Traffic_Signal:0.0
108 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.602514491297 Other:0.0072446063653 Building_or_Public_Space:0.363029156781 Road_or_Driveway:0.0272117455569 Traffic_Signal:0.0
109 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.657492417974 Other:0.00529650999548 Building_or_Public_Space:0.323028890593 Road_or_Driveway:0.0141821814376 Traffic_Signal:0.0
110 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.21153803032 Other:0.00330123062962 Building_or_Public_Space:0.720900137755 Road_or_Driveway:0.0614666108154 Traffic_Signal:0.00279399048055
111 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.431939513068 Other:0.00747143201013 Building_or_Public_Space:0.428393977897 Road_or_Driveway:0.130291774012 Traffic_Signal:0.00190330301311
112 Road_or_Driveway Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.279595254565 Other:0.010615795739 Building_or_Public_Space:0.640120526116 Road_or_Driveway:0.0696684235799 Traffic_Signal:0.0
113 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.618331077602 Other:0.0126194887348 Building_or_Public_Space:0.162480129185 Road_or_Driveway:0.203654578394 Traffic_Signal:0.0029147260838
114 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.763847125028 Other:0.00481212550317 Building_or_Public_Space:0.163837457791 Road_or_Driveway:0.0641162358832 Traffic_Signal:0.00338705579436
115 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.707929815781 Other:0.00721678248633 Building_or_Public_Space:0.224782169578 Road_or_Driveway:0.0600712321548 Traffic_Signal:0.0
116 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.853381971184 Other:0.00622767565508 Building_or_Public_Space:0.118826884289 Road_or_Driveway:0.0215634688712 Traffic_Signal:0.0
117 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.726721556506 Other:0.00749652781927 Building_or_Public_Space:0.209677107736 Road_or_Driveway:0.0561048079386 Traffic_Signal:0.0
118 Traffic_Signal Traffic_Signal NONE:0.0 Person_or_Vehicle:0.252988992968 Other:0.00711770742024 Building_or_Public_Space:0.206321685874 Road_or_Driveway:0.256086724526 Traffic_Signal:0.277484889212
119 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.560936481901 Other:0.0 Building_or_Public_Space:0.332198889085 Road_or_Driveway:0.0913742584821 Traffic_Signal:0.0154903705324
120 Person_or_Vehicle Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.362450423214 Other:0.00489312119055 Building_or_Public_Space:0.569127585062 Road_or_Driveway:0.0624084714621 Traffic_Signal:0.00112039907129
121 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.464936609853 Other:0.0128114477062 Building_or_Public_Space:0.479966951334 Road_or_Driveway:0.0422849911066 Traffic_Signal:0.0
122 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.225934246846 Other:0.00346594544177 Building_or_Public_Space:0.638292914996 Road_or_Driveway:0.12237137567 Traffic_Signal:0.00993551704504
123 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.652813830995 Other:0.00220550234746 Building_or_Public_Space:0.279971474118 Road_or_Driveway:0.0583917678546 Traffic_Signal:0.00661742468569
124 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.673945393735 Other:0.0270731541217 Building_or_Public_Space:0.153318202458 Road_or_Driveway:0.145663249686 Traffic_Signal:0.0
125 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.878458635067 Other:0.00495939519357 Building_or_Public_Space:0.102450077123 Road_or_Driveway:0.0141318926169 Traffic_Signal:0.0
126 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.476753089344 Other:0.00341510648001 Building_or_Public_Space:0.500382882008 Road_or_Driveway:0.019448922168 Traffic_Signal:0.0
